field_1,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,tracts,ESL_Score,Income_Score,RE_Score,TotalScore,WeightedTo,PercentESL,PercentPOC
10902,9209900335,5/9/2014,463000,2,1,1150,4400,1,0,0,4,7,1150,0.0,1905,0,98112,47.6226,-122.292,1240,4400,Tract 007700,2,2,2,6,2.000000000000000,5.275056520000000,30.501130370000000
10903,1920079062,12/22/2014,332000,5,1.5,2420,43560,1,0,2,3,8,1500,920.0,1962,0,98022,47.208,-121.963,1620,17331,Tract 031502,1,4,1,6,2.000000000000000,1.064814810000000,11.898148150000000
10904,7227800055,9/9/2014,199500,4,2,1750,8116,1,0,0,4,5,1750,0.0,1943,0,98056,47.5097,-122.181,1440,7865,Tract 025200,3,3,3,9,3.000000000000000,13.588728460000000,46.751280860000000
10905,7227800055,11/24/2014,247000,4,2,1750,8116,1,0,0,4,5,1750,0.0,1943,0,98056,47.5097,-122.181,1440,7865,Tract 025200,3,3,3,9,3.000000000000000,13.588728460000000,46.751280860000000
10906,3296900160,6/9/2014,442500,4,2.5,2170,14024,2,0,0,3,8,2170,0.0,1992,0,98019,47.7346,-121.97,2240,14029,Tract 032402,1,2,1,4,1.333333330000000,0.951212030000000,15.050629030000000
10907,3421069053,6/19/2014,600000,3,2,2540,237402,1,0,0,3,9,2540,0.0,2007,0,98022,47.2688,-122.024,2200,229125,Tract 031202,1,3,2,6,2.000000000000000,1.301587300000000,26.936507940000000
10908,7202380340,9/3/2014,449000,3,2.5,1690,3827,2,0,0,3,7,1690,0.0,2005,0,98053,47.6768,-122.029,1690,3129,Tract 032329,2,1,4,7,2.333333330000000,6.784628750000000,52.605297440000000
10909,6716700240,3/6/2015,725000,4,1,1600,4500,1.5,0,0,4,7,1600,0.0,1926,0,98115,47.6804,-122.316,1720,4500,Tract 002600,1,3,1,5,1.666666670000000,1.699268920000000,19.126654810000000
10910,1431400070,2/5/2015,215000,3,1,1060,7900,1,0,0,3,7,1060,?,1961,2001,98058,47.4604,-122.18,1310,7900,Tract 025804,3,3,3,9,3.000000000000000,12.927232640000000,44.818081590000000
10911,9554200200,12/18/2014,582500,2,1.75,1990,6549,1,0,0,3,7,1170,820.0,1948,0,98115,47.7,-122.296,1640,7202,Tract 002100,2,3,1,6,2.000000000000000,8.836104510000000,22.945368170000000
10912,1310900140,6/24/2014,305000,4,2.25,2210,9371,2,0,0,4,8,2210,0.0,1968,0,98032,47.3634,-122.279,2300,11584,Tract 029801,3,4,4,11,3.666666670000000,11.557151910000000,49.841538140000000
10913,9454200030,9/23/2014,734000,4,2.75,3090,7650,2,,2,3,8,2340,750.0,1959,1989,98042,47.3622,-122.157,2760,10370,Tract 031703,3,3,2,8,2.666666670000000,10.494605580000000,34.384195040000000
10914,1402810140,5/5/2014,300000,3,2,1050,10072,1,0,0,3,7,1050,0.0,1986,0,98019,47.7341,-121.976,1130,10087,Tract 032402,1,2,1,4,1.333333330000000,0.951212030000000,15.050629030000000
10915,1823069155,5/5/2014,525888,5,1.75,2550,71874,1,0,0,5,7,1810,740.0,1960,0,98027,47.4845,-122.08,2170,51400,Tract 031903,1,3,2,6,2.000000000000000,4.137727210000000,27.220333970000000
10916,2530800070,9/11/2014,711000,4,2.5,2095,4400,1.5,0,0,5,8,1295,800.0,1910,0,98116,47.5838,-122.39,1980,4400,Tract 009600,1,3,1,5,1.666666670000000,2.939650700000000,17.430399450000000
10917,4024100496,7/16/2014,360000,3,1.75,1520,12282,1,0,0,3,8,1220,300.0,1978,0,98155,47.7516,-122.299,1860,13500,Tract 021400,1,3,1,5,1.666666670000000,1.516683520000000,20.020222450000000
10918,5252000200,12/10/2014,357000,5,2.5,2750,12350,2,0,0,3,8,2750,0.0,1987,,98031,47.419,-122.206,1650,9810,Tract 029305,3,3,4,10,3.333333330000000,15.848161330000000,50.984578880000000
10919,7331900270,9/30/2014,235000,3,1.75,1200,9266,1,,0,4,7,1200,0.0,1960,0,98002,47.314,-122.208,1200,9266,Tract 030600,2,4,3,9,3.000000000000000,5.669050050000000,45.369424580000000
10920,1574700140,8/8/2014,550000,3,1.75,1830,9720,1,0,1,3,7,1150,680.0,1928,,98040,47.5511,-122.23,3380,10854,Tract 024601,1,1,1,3,1.000000000000000,2.457002460000000,22.113022110000000
10921,162500030,12/5/2014,324000,3,1,1160,7202,1,0,0,4,7,1160,0.0,1957,0,98133,47.7675,-122.334,1620,8598,Tract 020300,3,4,3,10,3.333333330000000,12.866242040000000,43.354564760000000
10922,3705900292,4/28/2015,420000,3,2,1750,9239,1,0,0,3,8,1410,340.0,1989,0,98133,47.7583,-122.339,1720,7874,Tract 020600,3,3,2,8,2.666666670000000,11.947981580000000,35.085342730000000
10923,2141500070,6/19/2014,450000,4,2.5,2400,7693,2,0,0,3,8,2400,0.0,2003,,98059,47.4881,-122.142,2400,8038,Tract 025602,3,3,3,9,3.000000000000000,12.774256460000000,41.979522180000000
10924,8562750060,4/20/2015,825000,5,3.5,4140,6770,2,0,0,3,9,3030,1110.0,2004,0,98027,47.5381,-122.069,3960,5431,Tract 025006,2,1,3,6,2.000000000000000,7.201713910000000,38.282794990000000
10925,7349620030,7/22/2014,272000,4,2.25,2115,6234,2,,0,3,7,2115,0.0,1998,0,98002,47.285,-122.201,2440,6366,Tract 031100,2,5,3,10,3.333333330000000,8.629893240000000,41.903914590000000
10926,2523039315,10/22/2014,481000,3,2,2580,15653,1.5,0,0,3,9,2580,0.0,1990,0,98166,47.4561,-122.361,1920,9840,Tract 027800,1,3,1,5,1.666666670000000,0.910693300000000,11.398354880000000
10927,2877101821,8/5/2014,500000,3,1,1220,3400,1,0,0,3,7,1060,160.0,1927,,98117,47.6775,-122.363,1350,3750,Tract 003400,1,3,1,5,1.666666670000000,1.147227530000000,15.269052170000000
10928,1176000390,6/12/2014,448000,2,1.5,1630,3780,1,0,0,4,7,890,740.0,1940,0,98107,47.6711,-122.403,1770,6400,Tract 003200,1,4,1,6,2.000000000000000,1.317027280000000,17.368297270000000
10929,8682262190,3/19/2015,480000,2,2,1350,4220,1,0,0,3,8,1350,0.0,2004,,98053,47.718,-122.034,1350,4409,Tract 032327,1,3,1,5,1.666666670000000,2.188883420000000,12.543039840000000
10930,7202350060,9/8/2014,475000,3,2.5,1690,2890,2,0,0,3,7,1690,0.0,2004,0,98053,47.6802,-122.031,1690,2730,Tract 032329,2,1,4,7,2.333333330000000,6.784628750000000,52.605297440000000
10931,3630060070,10/21/2014,472500,2,2.25,1700,2383,2,0,0,3,8,1700,0.0,2005,0,98029,47.547,-121.997,1700,2700,Tract 032210,2,2,3,7,2.333333330000000,4.952088360000000,44.203057570000000
10932,2413300810,9/23/2014,291000,4,2.25,1890,7616,1,0,0,4,8,1260,630.0,1979,0,98003,47.3275,-122.329,1890,7420,Tract 030202,2,5,4,11,3.666666670000000,7.200000000000000,50.309433960000000
10933,6450304260,7/22/2014,294000,2,1,850,5250,1,,0,4,7,850,0.0,1950,0,98133,47.731,-122.342,1440,5250,Tract 000300,2,4,2,8,2.666666670000000,5.563430190000000,26.293408930000000
10934,2025059204,7/30/2014,1010000,4,2.5,2480,12688,1,0,0,4,9,1820,660.0,1967,0,98004,47.6344,-122.205,2910,11979,Tract 024000,3,2,3,8,2.666666670000000,11.922732510000000,41.895867980000000
10935,7202290240,10/17/2014,442500,3,2.5,1690,3129,2,0,0,3,7,1690,0.0,2002,0,98053,47.6875,-122.043,1690,3129,Tract 032329,2,1,4,7,2.333333330000000,6.784628750000000,52.605297440000000
10936,1788700070,6/27/2014,170000,2,1,810,8424,1,0,0,4,6,810,0.0,1959,0,98023,47.3286,-122.346,820,8424,Tract 030201,3,4,4,11,3.666666670000000,10.747004930000000,48.132487670000000
10937,8085400055,4/28/2015,1580000,4,2.5,3980,16304,1,0,1,3,10,2480,1500.0,1968,0,98004,47.639,-122.21,3980,16304,Tract 024100,2,1,1,4,1.333333330000000,4.960727570000000,23.522116580000000
10938,5700002025,2/18/2015,665000,3,2.25,2580,6000,2,0,0,3,8,1780,800.0,1925,0,98144,47.5778,-122.289,2300,5995,Tract 009500,3,3,3,9,3.000000000000000,9.691563350000000,36.468097970000000
10939,853600310,8/28/2014,1610000,5,4.5,6085,142725,3,0,0,3,11,6085,0.0,2000,0,98014,47.6085,-121.952,4830,128457,Tract 032500,1,3,1,5,1.666666670000000,1.550246220000000,13.660404890000000
10940,5332200320,7/14/2014,675000,2,1.75,2140,5000,1,0,0,3,7,1000,1140.0,1930,1991,98112,47.6284,-122.291,2250,4000,Tract 006300,1,2,1,4,1.333333330000000,3.539019960000000,12.686025410000000
10941,2130701535,2/4/2015,279900,2,1.75,1360,10000,1,0,0,3,6,1360,0.0,1957,1989,98019,47.7421,-121.982,1430,10000,Tract 032401,1,2,1,4,1.333333330000000,4.252618220000000,8.457632500000000
10942,510002010,6/30/2014,875000,4,1.5,1800,3245,1.5,0,0,4,8,1800,0.0,1929,0,98103,47.6605,-122.331,1800,4275,Tract 005100,1,3,1,5,1.666666670000000,3.724850460000000,17.319195210000000
10943,3630110510,8/4/2014,571000,3,2.5,1920,3867,2,0,0,3,8,1920,0.0,2005,0,98029,47.5538,-121.994,2190,3841,Tract 032210,2,2,3,7,2.333333330000000,4.952088360000000,44.203057570000000
10944,6300000400,6/17/2014,320000,3,1,860,5060,1.5,0,0,3,7,860,0.0,1927,0,98133,47.7062,-122.341,880,5060,Tract 001300,3,4,3,10,3.333333330000000,13.070725160000000,44.337511190000000
10945,1560920200,8/26/2014,525000,3,2.5,2340,35021,1,0,0,3,9,2340,0.0,1986,0,98038,47.3988,-122.028,2630,35190,Tract 032003,1,3,1,5,1.666666670000000,0.853404130000000,9.084012900000000
10946,1652500060,7/11/2014,1650000,8,2.75,4040,20666,1,0,0,4,9,2020,2020.0,1962,0,98004,47.634,-122.221,3670,20500,Tract 024100,2,1,1,4,1.333333330000000,4.960727570000000,23.522116580000000
10947,9368700270,4/1/2015,137900,3,1.75,1160,5082,1,0,0,3,6,580,580.0,1942,0,98178,47.503,-122.262,1730,6000,Tract 011900,3,3,5,11,3.666666670000000,14.992760300000000,76.030011850000000
10948,2223089053,6/3/2014,440000,3,2.25,1680,57063,2,0,0,4,8,1680,0.0,1989,0,98045,47.4669,-121.765,1910,57063,Tract 032702,1,3,1,5,1.666666670000000,1.385959630000000,9.897559510000000
10949,9828201920,3/4/2015,360000,3,1,1280,3870,1,0,0,3,7,640,640.0,1945,0,98122,47.6163,-122.294,1280,4800,Tract 007700,2,2,2,6,2.000000000000000,5.275056520000000,30.501130370000000
10950,7334401040,2/5/2015,271000,4,1.5,1800,9576,1,0,0,4,7,1800,0.0,1977,0,98045,47.4664,-121.747,1370,9576,Tract 032702,1,3,1,5,1.666666670000000,1.385959630000000,9.897559510000000
10951,5152700060,5/28/2014,465000,6,3.25,4250,23326,1,0,3,3,10,2150,2100.0,1967,0,98003,47.34,-122.327,3370,15983,Tract 030100,2,3,2,7,2.333333330000000,7.474161840000000,30.577262410000000
10952,1460900030,9/26/2014,280000,4,2.5,2400,4596,2,0,0,3,8,2400,0.0,2004,,98001,47.3358,-122.265,2230,4763,Tract 029902,2,3,3,8,2.666666670000000,9.164222870000000,37.390029330000000
10953,3626039250,4/28/2015,283000,2,1,940,6350,1,0,0,4,5,940,0.0,1942,0,98103,47.698,-122.357,1490,6350,Tract 001702,2,4,2,8,2.666666670000000,5.608443710000000,25.186258280000000
10954,7199360320,2/13/2015,411500,3,1,1110,7208,1,0,0,3,7,1110,0.0,1980,0,98052,47.6979,-122.124,1440,7210,Tract 032323,1,2,2,5,1.666666670000000,3.596386570000000,33.356059310000000
10955,8731901610,9/17/2014,282000,3,2.25,2420,7548,1,0,0,4,8,1370,1050.0,1967,0,98023,47.3112,-122.376,2150,8000,Tract 030306,2,3,3,8,2.666666670000000,5.738411170000000,41.323453390000000
10956,6821102317,12/9/2014,535000,3,2.5,1850,1499,2.5,0,0,3,9,1790,60.0,2005,,98199,47.6475,-122.396,1770,1539,Tract 005700,1,2,1,4,1.333333330000000,1.452464790000000,19.468896710000000
10957,3271300955,7/3/2014,554729,4,2.5,2020,4350,2,0,0,5,9,1730,290.0,1943,0,98199,47.6503,-122.41,1620,5800,Tract 005600,1,1,1,3,1.000000000000000,1.760000000000000,15.927272730000000
10958,3271300955,2/24/2015,868000,4,2.5,2020,4350,2,0,0,5,9,1730,290.0,1943,0,98199,47.6503,-122.41,1620,5800,Tract 005600,1,1,1,3,1.000000000000000,1.760000000000000,15.927272730000000
10959,2623089135,6/16/2014,427000,3,2.5,1830,65340,1,0,0,3,8,1520,310.0,1991,0,98045,47.4553,-121.75,2100,84942,Tract 032702,1,3,1,5,1.666666670000000,1.385959630000000,9.897559510000000
10960,2044500152,11/17/2014,455000,4,1.75,1920,6000,1,,0,4,7,960,960.0,1954,,98125,47.7137,-122.315,1850,7200,Tract 000600,3,4,3,10,3.333333330000000,12.417814170000000,37.365091180000000
10961,1725059187,10/29/2014,595000,2,1.75,1280,8500,1,0,0,3,7,1280,0.0,1953,2010,98033,47.6553,-122.19,1950,10356,Tract 022702,1,2,1,4,1.333333330000000,2.552371780000000,19.022393450000000
10962,6699930260,3/20/2015,400000,4,2.5,3130,5240,2,0,0,3,8,3130,0.0,2004,,98038,47.3446,-122.042,2470,5240,Tract 031604,1,3,2,6,2.000000000000000,2.685168500000000,25.806451610000000
10963,3295610200,6/25/2014,770000,4,2.5,3920,12415,2,0,0,3,10,3920,0.0,1997,0,98075,47.5658,-122.032,3639,12805,Tract 032208,1,3,2,6,2.000000000000000,3.456764800000000,30.372345880000000
10964,1186000125,5/9/2014,742500,4,2.75,3100,3773,2,0,0,3,8,2000,1100.0,1919,1996,98122,47.6158,-122.291,2130,3777,Tract 007800,1,1,2,4,1.333333330000000,1.225531910000000,26.791489360000000
10965,6065300570,6/24/2014,1250000,4,2.5,3220,15600,1,0,0,5,9,1680,1540.0,1973,0,98006,47.5697,-122.182,2990,15600,Tract 023900,3,1,2,6,2.000000000000000,11.672934950000000,31.689650370000000
10966,8039900400,8/12/2014,375000,3,2,1670,13775,1,0,0,3,8,1670,0.0,1968,0,98045,47.4873,-121.783,2130,14500,Tract 032704,1,3,1,5,1.666666670000000,2.605029360000000,19.213973800000000
10967,1925059200,4/7/2015,1560000,4,2.5,2700,17853,2,0,0,4,9,2700,0.0,1960,0,98004,47.6463,-122.219,3790,16672,Tract 024100,2,1,1,4,1.333333330000000,4.960727570000000,23.522116580000000
10968,5729000070,1/28/2015,545000,4,2,5461,22880,1,0,0,4,9,3265,2196.0,1964,0,98032,47.3557,-122.29,1940,10995,Tract 029802,2,3,3,8,2.666666670000000,6.787135640000000,45.487791760000000
10969,98000960,5/13/2014,1050000,4,3.25,4400,16625,2,0,0,3,11,4400,0.0,2003,0,98075,47.5868,-121.968,4440,15523,Tract 032215,2,1,3,6,2.000000000000000,8.350971710000000,44.294785450000000
10970,1330300451,12/17/2014,1570000,3,1.75,2190,8500,1,0,0,4,9,2190,0.0,1957,0,98112,47.64,-122.285,2850,8868,Tract 006300,1,2,1,4,1.333333330000000,3.539019960000000,12.686025410000000
10971,4312700340,3/18/2015,178000,4,1.5,1200,11163,1.5,0,0,4,6,1200,0.0,1970,,98092,47.3024,-122.106,1200,11163,Tract 031204,1,3,1,5,1.666666670000000,1.977630090000000,16.971956560000000
10972,3797700030,10/9/2014,262500,3,1.75,1470,10390,1,0,0,3,7,1470,0.0,1989,0,98031,47.4192,-122.201,1770,7507,Tract 029305,3,3,4,10,3.333333330000000,15.848161330000000,50.984578880000000
10973,452001890,4/15/2015,730000,3,1.75,1650,5000,1.5,0,0,4,8,1650,0.0,1900,0,98107,47.6743,-122.371,1630,5000,Tract 003300,1,3,1,5,1.666666670000000,2.046658080000000,17.876055530000000
10974,2927600105,7/3/2014,395000,5,1.75,1840,10453,1,0,2,3,8,1360,480.0,1948,0,98166,47.4508,-122.368,2250,11250,Tract 027800,1,3,1,5,1.666666670000000,0.910693300000000,11.398354880000000
10975,3298300140,10/24/2014,355000,3,1,1210,6650,1,0,0,3,6,1210,0.0,1959,0,98008,47.6214,-122.12,990,7590,Tract 023100,3,3,3,9,3.000000000000000,11.344537820000000,42.486406330000000
10976,1321700390,9/8/2014,299990,3,2.5,1870,8541,2,0,0,3,8,1870,0.0,1989,0,98023,47.2925,-122.346,2150,7789,Tract 030310,3,4,4,11,3.666666670000000,14.115372220000000,52.690944250000000
10977,1222069129,3/27/2015,1130000,4,3.25,3890,422096,1.5,0,0,3,9,3150,740.0,2001,0,98038,47.4125,-121.982,2180,229996,Tract 032003,1,3,1,5,1.666666670000000,0.853404130000000,9.084012900000000
10978,1081800070,11/18/2014,425000,4,2.25,2660,11200,2,0,0,4,8,2660,0.0,1972,0,98059,47.4722,-122.131,2090,11120,Tract 031903,1,3,2,6,2.000000000000000,4.137727210000000,27.220333970000000
10979,6414100732,1/7/2015,349000,2,1,1150,7552,1,,0,3,7,1150,0.0,1951,0,98125,47.7215,-122.323,1150,7346,Tract 000200,3,4,3,10,3.333333330000000,16.380283460000000,36.749027970000000
10980,513000445,11/11/2014,554950,4,1.75,1740,4816,1,0,0,5,7,870,870.0,1942,0,98116,47.5758,-122.382,1210,5074,Tract 009800,1,3,1,5,1.666666670000000,2.197652200000000,15.601965600000000
10981,6888900060,11/16/2014,326000,6,3,2580,8064,1.5,0,0,3,7,1880,700.0,1913,0,98118,47.5549,-122.287,1510,6084,Tract 010300,3,4,4,11,3.666666670000000,14.596273290000000,60.756634670000000
10982,7309100270,6/26/2014,580000,4,1.75,1720,6975,1,0,0,3,8,1420,300.0,1975,,98052,47.6506,-122.121,2210,7875,Tract 022803,3,2,5,10,3.333333330000000,15.676745860000000,63.444924410000000
10983,2162000260,8/27/2014,699000,3,2.5,2740,18455,2,0,1,4,10,1510,1230.0,1977,,98040,47.5585,-122.215,2840,16438,Tract 024500,1,1,2,4,1.333333330000000,4.194528880000000,28.409321180000000
10984,7732000045,11/25/2014,757000,3,2.75,2610,11290,1,,0,3,7,1630,980.0,1985,0,98033,47.6632,-122.201,2570,9125,Tract 022702,1,2,1,4,1.333333330000000,2.552371780000000,19.022393450000000
10985,3764800510,7/23/2014,335000,3,1.75,1400,7920,1,0,0,3,7,1400,0.0,1965,,98034,47.7312,-122.202,1310,7876,Tract 022003,2,3,2,7,2.333333330000000,5.940799010000000,34.713309870000000
10986,2481600030,7/1/2014,660000,3,2,2570,28500,1,0,0,3,9,1970,600.0,1983,,98052,47.7318,-122.138,3070,32400,Tract 032321,2,1,3,6,2.000000000000000,5.761245670000000,39.896193770000000
10987,5126310060,4/17/2015,540000,4,2.75,2830,7334,2,0,0,3,8,2830,0.0,2005,0,98059,47.4868,-122.141,2830,7378,Tract 025602,3,3,3,9,3.000000000000000,12.774256460000000,41.979522180000000
10988,1310700390,10/10/2014,320000,5,2.25,2630,8625,2,0,0,3,8,2630,0.0,1966,0,98032,47.3619,-122.287,1880,8670,Tract 029801,3,4,4,11,3.666666670000000,11.557151910000000,49.841538140000000
10989,6402710070,4/21/2015,280000,3,2.5,1580,7918,2,0,0,3,7,1580,0.0,1994,0,98055,47.4431,-122.19,1650,7916,Tract 029303,3,4,4,11,3.666666670000000,11.262292870000000,55.503165840000000
10990,5702450260,7/23/2014,324000,3,2,1540,10931,1,0,3,3,7,1540,0.0,1989,,98045,47.495,-121.776,1570,10485,Tract 032704,1,3,1,5,1.666666670000000,2.605029360000000,19.213973800000000
10991,3243200310,5/20/2014,300000,3,1,2120,7735,1,0,0,4,7,1060,1060.0,1967,0,98059,47.4869,-122.123,1010,8570,Tract 031903,1,3,2,6,2.000000000000000,4.137727210000000,27.220333970000000
10992,2131200885,8/28/2014,360000,3,1.75,1830,10000,2,0,0,4,7,1830,0.0,1913,1964,98019,47.741,-121.979,1480,10000,Tract 032401,1,2,1,4,1.333333330000000,4.252618220000000,8.457632500000000
10993,8651480550,6/23/2014,600000,3,2.5,2260,10153,2,0,0,3,10,2260,0.0,1987,0,98074,47.641,-122.068,2740,10153,Tract 032316,1,1,2,4,1.333333330000000,4.517416550000000,29.589985490000000
10994,3024059036,5/30/2014,950000,4,1.75,2500,92347,1,0,0,4,8,1500,1000.0,1970,0,98040,47.5345,-122.216,3750,20267,Tract 024602,1,1,1,3,1.000000000000000,2.630879620000000,22.508636730000000
10995,6382500079,7/9/2014,599950,3,3.25,1830,1804,3,0,0,3,8,1830,0.0,2014,0,98117,47.6945,-122.377,1830,1804,Tract 001600,1,2,1,4,1.333333330000000,1.499022380000000,17.227894850000000
10996,4363700200,3/25/2015,190000,4,1,1190,7920,1,0,0,3,6,890,300.0,1951,,98126,47.5305,-122.371,1140,7920,Tract 011500,2,3,1,6,2.000000000000000,5.858403080000000,22.641936210000000
10997,3876310860,3/30/2015,350000,4,1.75,2310,9002,1,0,0,3,7,1780,530.0,1970,0,98034,47.731,-122.166,2090,8814,Tract 021906,3,4,2,9,3.000000000000000,11.176332470000000,31.110589340000000
10998,2391602650,4/10/2015,522000,3,1,1230,4600,1.5,0,0,3,7,1230,0.0,1929,0,98116,47.5616,-122.392,1230,4600,Tract 010500,2,4,1,7,2.333333330000000,4.860739150000000,21.585431170000000
10999,2597530070,3/18/2015,850000,3,2.5,2940,10809,2,0,0,3,10,2940,0.0,1992,0,98006,47.5418,-122.136,3090,10348,Tract 024903,3,1,3,7,2.333333330000000,15.295270080000000,46.851385390000000
11000,1314300046,6/30/2014,308000,3,1,1010,8800,1,0,0,4,7,1010,?,1954,0,98118,47.5483,-122.278,1400,4095,Tract 010300,3,4,4,11,3.666666670000000,14.596273290000000,60.756634670000000
11001,3693900885,12/2/2014,1020000,6,2.25,2550,5000,2,0,0,4,7,2550,0.0,1907,0,98117,47.6785,-122.396,1480,5000,Tract 003200,1,4,1,6,2.000000000000000,1.317027280000000,17.368297270000000
11002,6046400465,10/28/2014,397500,3,1,1480,5100,1.5,0,0,3,7,1480,0.0,1938,1959,98103,47.6915,-122.348,1300,5100,Tract 001800,3,3,2,8,2.666666670000000,9.962825280000000,32.713754650000000
11003,4388000070,1/27/2015,186000,3,1.75,1460,7967,1,0,0,3,7,1040,420.0,1977,0,98023,47.3199,-122.374,1460,6835,Tract 030305,2,4,3,9,3.000000000000000,7.885714290000000,39.276190480000000
11004,8854000370,6/20/2014,436500,5,3,3110,12429,1,,0,3,8,1790,1320.0,1977,0,98011,47.7463,-122.213,3050,11902,Tract 022102,2,3,2,7,2.333333330000000,8.373316820000000,27.658257240000000
11005,4459800075,6/3/2014,710000,3,2,2140,4923,1,0,0,4,8,1070,1070.0,1928,,98103,47.6902,-122.339,1470,4923,Tract 002700,2,2,2,6,2.000000000000000,4.776604390000000,25.816409420000000
11006,7153200160,1/14/2015,1380000,5,3.25,3450,6360,2,0,0,5,9,1860,1590.0,1905,0,98122,47.6133,-122.287,2310,5000,Tract 007800,1,1,2,4,1.333333330000000,1.225531910000000,26.791489360000000
11007,7752400075,4/28/2015,450000,3,2.25,1960,10682,1,0,0,3,7,1960,0.0,1957,0,98008,47.6319,-122.124,1540,10682,Tract 022901,3,2,3,8,2.666666670000000,11.238609520000000,42.726965910000000
11008,7604410030,1/21/2015,375000,4,2.75,1890,5240,1,0,0,3,7,980,910.0,1981,0,98106,47.5528,-122.356,1600,5240,Tract 010800,2,3,4,9,3.000000000000000,8.028169010000000,52.515090540000000
11009,2144800311,11/13/2014,315000,2,1,2080,14659,1,0,0,3,7,1040,1040.0,1960,,98178,47.4858,-122.231,1920,15208,Tract 026100,3,5,5,13,4.333333330000000,15.812274370000000,80.096269550000000
11010,1705400550,2/13/2015,467500,3,1,1700,4165,1.5,0,0,3,7,1700,0.0,1918,,98118,47.5569,-122.277,1400,4165,Tract 010300,3,4,4,11,3.666666670000000,14.596273290000000,60.756634670000000
11011,9485700136,2/27/2015,330000,3,1,1140,7316,1,,0,3,6,1140,0.0,1959,0,98106,47.527,-122.362,1140,7440,Tract 011401,3,4,4,11,3.666666670000000,16.082765110000000,58.194215850000000
11012,1822039225,7/25/2014,665000,3,2.5,3136,54450,1.5,0,0,5,8,3136,0.0,1910,0,98070,47.3999,-122.472,2300,54450,Tract 027702,1,3,1,5,1.666666670000000,0.337197050000000,5.837723920000000
11013,2625059301,3/24/2015,760000,4,3.25,2590,3889,3,0,0,3,9,2590,0.0,2013,,98007,47.6259,-122.142,2590,4062,Tract 023201,4,3,5,12,4.000000000000000,19.084967320000000,69.600580970000000
11014,7625702440,12/30/2014,469000,3,1.75,1480,800,2,0,0,3,8,1000,480.0,2014,0,98136,47.5493,-122.387,1480,1143,Tract 010600,1,3,1,5,1.666666670000000,2.953890490000000,23.354947170000000
11015,9126100487,8/13/2014,408000,3,3,1500,1473,2,0,0,3,8,1120,380.0,2000,0,98122,47.6063,-122.305,1720,1976,Tract 008700,2,4,3,9,3.000000000000000,8.990903320000000,46.477681400000000
11016,7922900030,10/3/2014,851000,3,2.75,2660,10350,1,0,4,4,8,1330,1330.0,1971,0,98008,47.5868,-122.116,2820,10043,Tract 023403,3,3,2,8,2.666666670000000,10.512260260000000,33.357611070000000
11017,8682292180,7/25/2014,410000,2,2,1350,3926,1,0,0,3,8,1350,0.0,2007,0,98053,47.7192,-122.024,1440,3926,Tract 032327,1,3,1,5,1.666666670000000,2.188883420000000,12.543039840000000
11018,6730700260,3/13/2015,235000,2,1,860,10500,1,0,0,3,6,860,0.0,1943,0,98024,47.5662,-121.886,950,10500,Tract 032601,1,3,1,5,1.666666670000000,0.967048710000000,10.888252150000000
11019,7225000045,8/28/2014,207100,2,1,1000,4500,1,,0,3,6,1000,0.0,1916,0,98055,47.4896,-122.204,980,4837,Tract 025301,3,4,3,10,3.333333330000000,10.436781610000000,45.900383140000000
11020,4140500055,6/26/2014,560000,4,2.5,2480,16360,1,0,0,5,7,1510,970.0,1959,0,98028,47.7638,-122.265,1770,15205,Tract 021500,1,2,1,4,1.333333330000000,2.038946160000000,20.114547540000000
11021,2592210370,10/31/2014,903000,3,2.75,3860,12786,2,0,0,4,10,3860,0.0,1984,,98006,47.549,-122.141,2820,14636,Tract 024903,3,1,3,7,2.333333330000000,15.295270080000000,46.851385390000000
11022,1337800830,1/7/2015,998500,3,1.75,2140,4800,2,0,0,3,8,1690,450.0,1905,0,98112,47.6311,-122.312,2440,4800,Tract 006400,1,1,1,3,1.000000000000000,1.314685310000000,15.916083920000000
11023,1951500055,7/30/2014,268500,4,1.75,1820,13600,1.5,0,0,3,7,1120,700.0,1959,0,98032,47.3743,-122.295,1810,11970,Tract 029004,4,5,5,14,4.666666670000000,24.174707970000000,69.832402230000000
11024,1136100045,10/15/2014,494950,2,1.75,2220,33000,1,,0,4,8,2220,0.0,1970,0,98072,47.7403,-122.129,2220,33000,Tract 032320,1,1,1,3,1.000000000000000,2.109612880000000,13.397129190000000
11025,3860400060,8/1/2014,1130000,4,2.5,2660,11200,2,0,0,3,9,2660,0.0,1999,,98004,47.5894,-122.197,3290,11275,Tract 023900,3,1,2,6,2.000000000000000,11.672934950000000,31.689650370000000
11026,1657000070,11/18/2014,250000,3,2,1470,12096,1,0,0,4,6,1470,0.0,1942,0,98030,47.3734,-122.193,1470,10966,Tract 029504,4,5,5,14,4.666666670000000,17.504187600000000,63.517587940000000
11027,1423069129,3/20/2015,449000,4,1.75,2350,54450,1,0,0,4,7,1250,1100.0,1971,0,98027,47.4816,-122.005,2180,50529,Tract 032102,1,3,1,5,1.666666670000000,2.390914520000000,6.196453480000000
